id,Personality,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Stage_fear_basic_encoded,Stage_fear_noise_encoded,Stage_fear_cv_encoded_1,Stage_fear_cv_encoded_2,Drained_after_socializing_basic_encoded,Drained_after_socializing_noise_encoded,Drained_after_socializing_cv_encoded_1,Drained_after_socializing_cv_encoded_2
2319,Extrovert,1.0,No,6.0,4.0,No,9.0,9.0,0.9762257032185212,0.9676827941644933,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9956498903702388,0.9761127243169778,0.975440789615481
2320,Extrovert,1.0,No,6.0,7.0,No,7.0,3.0,0.9752173145650477,0.9837752075970418,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9613856226643093,0.9750398372807411,0.9752090993890185
2321,Extrovert,2.0,No,6.0,7.0,No,4.0,7.0,0.9762257032185212,0.9738894116644661,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9751222805521685,0.9761127243169778,0.9752090993890185
2322,Extrovert,3.0,No,8.0,4.0,No,12.0,9.0,0.9752173145650477,0.9648749059469903,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9700138460024971,0.9750398372807411,0.9751998213573527
2323,Extrovert,3.0,No,9.0,7.0,No,11.0,8.0,0.9744248114517252,0.9977777351750967,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9732226708568394,0.9742467865301073,0.975440789615481
2324,Extrovert,1.0,No,6.0,4.0,No,9.0,8.0,0.9755279900571651,0.984941391429998,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9629559575136123,0.9761370056357601,0.9760370229573381
2325,Extrovert,2.0,No,,6.0,No,11.0,4.0,0.9755279900571651,0.9682882557022741,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9667527373004872,0.9761370056357601,0.9751998213573527
2326,Introvert,4.0,Yes,1.0,2.0,Yes,,0.0,0.07129131651376448,0.07368602773122332,0.07129131651376448,0.06427265184482787,0.07131295272514954,0.04157500451908519,0.07131295272514954,0.0647879894162173
2327,Extrovert,0.0,No,5.0,7.0,No,8.0,4.0,0.9752173145650477,0.985688625660991,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.968824528747457,0.9750398372807411,0.9751998213573527
2328,Extrovert,0.0,No,9.0,6.0,No,,9.0,0.9755279900571651,0.982134899395173,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9692536453563924,0.9761370056357601,0.9752090993890185
2329,Extrovert,3.0,,6.0,6.0,No,10.0,8.0,0.7395235845873541,0.7347091874515165,0.7395235845873541,0.7387138133477292,0.9750398372807411,0.9786357337985159,0.9750398372807411,0.9752090993890185
2330,Extrovert,0.0,No,7.0,5.0,No,,6.0,0.9762257032185212,0.9645765239442382,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9913205239402252,0.9761127243169778,0.975440789615481
2331,Extrovert,2.0,No,9.0,6.0,No,,3.0,0.9744248114517252,0.9788577719549906,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9745901026667407,0.9742467865301073,0.9753971019820952
2332,Extrovert,1.0,,6.0,3.0,No,15.0,4.0,0.7395235845873541,0.7362725446410164,0.7395235845873541,0.7387138133477292,0.9761127243169778,0.9897714047222215,0.9761127243169778,0.9751998213573527
2333,Extrovert,2.0,No,4.0,,No,4.0,7.0,0.9757809804516525,0.9726095278174145,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9602542400688183,0.9757491039443281,0.9753971019820952
2334,Extrovert,0.0,No,7.0,3.0,No,15.0,5.0,0.9752173145650477,0.9616656736490329,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9695823693452207,0.9750398372807411,0.9751998213573527
2335,Introvert,7.0,Yes,1.0,3.0,Yes,1.0,3.0,0.07129131651376448,0.07732481080970621,0.07129131651376448,0.06818251241284612,0.07131295272514954,0.06811815331069963,0.07131295272514954,0.06776991021972753
2336,Extrovert,0.0,No,4.0,3.0,No,13.0,,0.9755279900571651,0.9760286991360888,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9707579190883828,0.9761370056357601,0.9760370229573381
2337,Extrovert,1.0,No,9.0,7.0,No,10.0,,0.9757809804516525,0.9613610100618782,0.9757809804516525,0.9759497635885929,0.9757491039443281,1.0047414569555813,0.9757491039443281,0.9753971019820952
2338,Extrovert,2.0,No,7.0,5.0,No,14.0,6.0,0.9757809804516525,0.9915079840702181,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9957886130266818,0.9757491039443281,0.9753971019820952
2339,Extrovert,3.0,No,5.0,3.0,No,6.0,6.0,0.9744248114517252,0.9656570038250858,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9772095908640528,0.9742467865301073,0.9751998213573527
2340,Extrovert,2.0,No,8.0,3.0,No,14.0,8.0,0.9755279900571651,0.9696896325019809,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.960404828388952,0.9761370056357601,0.9751998213573527
2341,Extrovert,3.0,No,6.0,3.0,No,12.0,9.0,0.9757809804516525,0.9807970883537047,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9763945045772607,0.9757491039443281,0.9760370229573381
2342,Extrovert,2.0,,9.0,4.0,No,12.0,9.0,0.7395235845873541,0.7220171324028162,0.7395235845873541,0.7387138133477292,0.9761370056357601,0.9827026133917139,0.9761370056357601,0.9751998213573527
2343,Extrovert,3.0,No,7.0,5.0,No,9.0,5.0,0.9762257032185212,0.9856211354117367,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9740612459511456,0.9761127243169778,0.9752090993890185
2344,Extrovert,0.0,,5.0,7.0,No,9.0,8.0,0.7395411605937922,0.7456822446206414,0.7395411605937922,0.7397260273972602,0.9742467865301073,0.9735489812512205,0.9742467865301073,0.9753971019820952
2345,Extrovert,1.0,No,,5.0,No,11.0,9.0,0.9752173145650477,0.9858747075867259,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9716522238357128,0.9750398372807411,0.9751998213573527
2346,Introvert,8.0,Yes,3.0,2.0,,4.0,1.0,0.0688843169716374,0.06202794369708621,0.0688843169716374,0.07099717470937374,0.7395235845873541,0.7492803381280325,0.7395235845873541,0.7387138133477292
2347,Extrovert,3.0,,7.0,3.0,No,5.0,9.0,0.7395235845873541,0.7295211251895259,0.7395235845873541,0.7387138133477292,0.9761370056357601,0.9683933280359994,0.9761370056357601,0.9752090993890185
2348,Extrovert,3.0,No,6.0,7.0,No,6.0,4.0,0.9757809804516525,0.9571392222310978,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9767607190737342,0.9757491039443281,0.975440789615481
2349,Extrovert,2.0,No,9.0,,No,13.0,3.0,0.9762257032185212,0.9921314497777596,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.9812098697795384,0.9761127243169778,0.9760370229573381
2350,Extrovert,3.0,,8.0,3.0,,14.0,4.0,0.7395235845873541,0.7103002465428331,0.7395235845873541,0.7387138133477292,0.7395235845873541,0.7378168172991729,0.7395235845873541,0.7387138133477292
2351,Extrovert,1.0,No,7.0,5.0,No,7.0,8.0,0.9762257032185212,0.9707771501674365,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9744613769327021,0.9761127243169778,0.9752090993890185
2352,Extrovert,2.0,No,5.0,,No,13.0,3.0,0.9755279900571651,0.9794572353912526,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9605444316841776,0.9761370056357601,0.9752090993890185
2353,Extrovert,0.0,No,4.0,7.0,No,8.0,,0.9757809804516525,0.9782633575249279,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9815648995309711,0.9757491039443281,0.9760370229573381
2354,Extrovert,3.0,No,4.0,6.0,No,3.0,7.0,0.9757809804516525,0.9580377141625286,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9790504556066832,0.9757491039443281,0.975440789615481
2355,Extrovert,2.0,No,6.0,3.0,No,12.0,8.0,0.9744248114517252,0.9832225335250583,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.981577041360226,0.9742467865301073,0.9752090993890185
2356,Introvert,4.0,Yes,3.0,1.0,,1.0,2.0,0.0688843169716374,0.055982269712365466,0.0688843169716374,0.06427265184482787,0.7395235845873541,0.7451991641463971,0.7395235845873541,0.7397260273972602
2357,Extrovert,1.0,No,6.0,4.0,No,5.0,10.0,0.9744248114517252,0.9643354178955749,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9739471483683148,0.9742467865301073,0.9751998213573527
2358,Introvert,0.0,No,4.0,4.0,No,12.0,6.0,0.9757809804516525,0.987223203636266,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.97456129046338,0.9757491039443281,0.9752090993890185
2359,Extrovert,0.0,,8.0,4.0,No,12.0,6.0,0.7395235845873541,0.7531826197518332,0.7395235845873541,0.7408906882591093,0.9750398372807411,0.9754242266898192,0.9750398372807411,0.975440789615481
2360,Introvert,5.0,,2.0,0.0,Yes,4.0,1.0,0.7395235845873541,0.7258816388281902,0.7395235845873541,0.7387138133477292,0.07131295272514954,0.07374558198525837,0.07131295272514954,0.06684809959861038
2361,Introvert,4.0,,3.0,1.0,Yes,1.0,1.0,0.7395411605937922,0.742244101298831,0.7395411605937922,0.7387138133477292,0.06773300669188627,0.07082109482669485,0.06773300669188627,0.06932037704774992
2362,Introvert,3.0,Yes,1.0,0.0,Yes,4.0,,0.06778410405808825,0.06453584683951843,0.06778410405808825,0.07396272918470558,0.06751100341525783,0.07050856178085435,0.06751100341525783,0.07339967552160642
2363,Introvert,5.0,Yes,1.0,2.0,Yes,2.0,1.0,0.0692116934852581,0.06463352877490523,0.0692116934852581,0.07396272918470558,0.06863507082835431,0.08607706068389899,0.06863507082835431,0.07339967552160642
2364,Extrovert,1.0,,4.0,4.0,No,7.0,5.0,0.7395235845873541,0.7438653019013975,0.7395235845873541,0.7397260273972602,0.9761370056357601,0.9765589327596128,0.9761370056357601,0.9753971019820952
2365,Introvert,7.0,Yes,0.0,2.0,Yes,4.0,3.0,0.06778410405808825,0.06441841900183583,0.06778410405808825,0.06801584145491464,0.06751100341525783,0.070598636207055,0.06751100341525783,0.06684809959861038
2366,Extrovert,0.0,No,4.0,7.0,No,11.0,5.0,0.9752173145650477,0.9571779748536273,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9780564555432455,0.9750398372807411,0.9752090993890185
2367,Extrovert,1.0,No,3.0,3.0,No,9.0,6.0,0.9757809804516525,0.9695601725293848,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9706394634133659,0.9757491039443281,0.9752090993890185
2368,Extrovert,2.0,No,7.0,0.0,No,14.0,3.0,0.9752173145650477,0.9712804592072248,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9969841488396421,0.9750398372807411,0.9751998213573527
2369,Extrovert,0.0,No,4.0,4.0,No,10.0,8.0,0.9755279900571651,0.9662547471930536,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9775120501430687,0.9761370056357601,0.9753971019820952
2370,Extrovert,3.0,No,8.0,,No,11.0,9.0,0.9755279900571651,0.9751899011593346,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9693377495604948,0.9761370056357601,0.975440789615481
2371,Extrovert,0.0,No,6.0,5.0,No,6.0,,0.9755279900571651,0.9792199255313226,0.9755279900571651,0.9752524091342913,0.9761370056357601,0.9958185741263554,0.9761370056357601,0.9752090993890185
2372,Extrovert,0.0,No,5.0,4.0,No,12.0,9.0,0.9744248114517252,0.9675154107919482,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.975930616889026,0.9742467865301073,0.9760370229573381
2373,Extrovert,,No,6.0,5.0,No,6.0,6.0,0.9744248114517252,0.9673093439475595,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9850020524404167,0.9742467865301073,0.9751998213573527
2374,Extrovert,3.0,No,5.0,6.0,No,5.0,8.0,0.9757809804516525,0.9883970521358907,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9823408110517103,0.9757491039443281,0.9760370229573381
2375,Introvert,10.0,Yes,0.0,3.0,Yes,2.0,1.0,0.0692116934852581,0.07135844286195404,0.0692116934852581,0.07396272918470558,0.06863507082835431,0.07311845028290231,0.06863507082835431,0.07339967552160642
2376,Extrovert,3.0,No,5.0,7.0,No,9.0,5.0,0.9752173145650477,0.9546996641543908,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9745439018001358,0.9750398372807411,0.9753971019820952
2377,Introvert,6.0,Yes,0.0,1.0,,3.0,2.0,0.0688843169716374,0.06204561931003739,0.0688843169716374,0.06801584145491464,0.7395235845873541,0.7316860514510791,0.7395235845873541,0.7387138133477292
2378,Extrovert,0.0,No,6.0,4.0,No,12.0,3.0,0.9752173145650477,0.9775544455587452,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9668511102256964,0.9750398372807411,0.9751998213573527
2379,Extrovert,3.0,No,8.0,4.0,No,11.0,9.0,0.9762257032185212,0.9898737224036204,0.9762257032185212,0.9747171890469377,0.9761127243169778,0.9640677364912283,0.9761127243169778,0.9751998213573527
2380,Introvert,5.0,Yes,1.0,3.0,Yes,3.0,1.0,0.0688843169716374,0.06038405275007028,0.0688843169716374,0.06818251241284612,0.06694094669160668,0.06435861937994884,0.06694094669160668,0.06776991021972753
2381,Extrovert,2.0,No,6.0,3.0,No,14.0,4.0,0.9757809804516525,0.9901848866034617,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9743721885777594,0.9757491039443281,0.9753971019820952
2382,Extrovert,3.0,No,7.0,6.0,No,10.0,6.0,0.9762257032185212,0.9718363201514327,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9831031669932965,0.9761127243169778,0.9752090993890185
2383,Extrovert,1.0,No,4.0,4.0,No,4.0,4.0,0.9744248114517252,0.9465623592723149,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9885862370608474,0.9742467865301073,0.9753971019820952
2384,Extrovert,4.0,No,7.0,5.0,No,,7.0,0.9752173145650477,0.9692744406946968,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9773963803866426,0.9750398372807411,0.9752090993890185
2385,Extrovert,2.0,No,8.0,5.0,No,,10.0,0.9757809804516525,0.9779433888065632,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9890396478978047,0.9757491039443281,0.975440789615481
2386,Extrovert,0.0,No,5.0,5.0,No,13.0,8.0,0.9752173145650477,0.9829166846729505,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.961872503407081,0.9750398372807411,0.9760370229573381
2387,Extrovert,3.0,No,4.0,5.0,No,7.0,8.0,0.9752173145650477,0.9746940106911874,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9607041197882522,0.9750398372807411,0.9760370229573381
2388,Extrovert,1.0,No,9.0,5.0,No,9.0,9.0,0.9752173145650477,0.9893634198257425,0.9752173145650477,0.9755732966617038,0.9750398372807411,0.9710932704715945,0.9750398372807411,0.975440789615481
2389,Introvert,4.0,Yes,,2.0,Yes,1.0,1.0,0.06827962412478918,0.06827773048604027,0.06827962412478918,0.07396272918470558,0.06773300669188627,0.06682484054090146,0.06773300669188627,0.07339967552160642
2390,Extrovert,0.0,No,6.0,6.0,No,7.0,10.0,0.9762257032185212,0.9747274504531718,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9632030173121181,0.9761127243169778,0.9753971019820952
2391,Extrovert,1.0,No,5.0,3.0,No,14.0,9.0,0.9757809804516525,0.9600818536949198,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9637876452744586,0.9757491039443281,0.9752090993890185
2392,Introvert,9.0,Yes,3.0,2.0,Yes,0.0,,0.07129131651376448,0.05366247846162185,0.07129131651376448,0.06818251241284612,0.07131295272514954,0.07372793434748949,0.07131295272514954,0.06776991021972753
2393,Extrovert,3.0,No,5.0,6.0,No,14.0,10.0,0.9757809804516525,0.9772115212947379,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9725176377790596,0.9757491039443281,0.9751998213573527
2394,Extrovert,3.0,No,9.0,5.0,No,8.0,3.0,0.9757809804516525,0.9845415020631921,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9725475136396361,0.9757491039443281,0.9760370229573381
2395,Extrovert,2.0,No,8.0,3.0,No,6.0,5.0,0.9752173145650477,0.9694130686078803,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9691651730023755,0.9750398372807411,0.9751998213573527
2396,Extrovert,2.0,No,4.0,4.0,No,10.0,8.0,0.9744248114517252,0.9790044149006422,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.966942533459509,0.9742467865301073,0.9752090993890185
2397,Extrovert,0.0,No,4.0,,No,8.0,4.0,0.9757809804516525,0.9791419170051997,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9826990211591068,0.9757491039443281,0.975440789615481
2398,Extrovert,0.0,No,10.0,6.0,No,12.0,4.0,0.9757809804516525,0.9634412804201867,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9846815463497477,0.9757491039443281,0.9752090993890185
2399,Extrovert,3.0,No,5.0,3.0,No,12.0,9.0,0.9752173145650477,0.9814706628583895,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9661338789882007,0.9750398372807411,0.9760370229573381
2400,Introvert,8.0,,1.0,0.0,Yes,1.0,1.0,0.7395235845873541,0.7236365202668212,0.7395235845873541,0.7408906882591093,0.06751100341525783,0.0861551246655698,0.06751100341525783,0.07339967552160642
2401,Extrovert,,No,8.0,6.0,No,12.0,5.0,0.9762257032185212,0.9773617717251726,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9698943244608895,0.9761127243169778,0.975440789615481
2402,Introvert,9.0,Yes,0.0,0.0,,1.0,0.0,0.0688843169716374,0.0801092941583676,0.0688843169716374,0.06818251241284612,0.7395235845873541,0.7485158364235763,0.7395235845873541,0.7395910655239895
2403,Introvert,8.0,Yes,0.0,,Yes,9.0,2.0,0.07129131651376448,0.08572944008231784,0.07129131651376448,0.07396272918470558,0.07131295272514954,0.06775499971459696,0.07131295272514954,0.07339967552160642
2404,Extrovert,0.0,No,9.0,7.0,No,15.0,5.0,0.9755279900571651,0.9849774490620401,0.9755279900571651,0.9747171890469377,0.9761370056357601,0.9891158195493669,0.9761370056357601,0.9751998213573527
2405,Extrovert,4.0,No,7.0,6.0,No,13.0,7.0,0.9752173145650477,0.982846264884737,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9621078044603482,0.9750398372807411,0.9753971019820952
2406,Extrovert,2.0,No,8.0,5.0,No,9.0,3.0,0.9762257032185212,0.9591153572345384,0.9762257032185212,0.9752524091342913,0.9761127243169778,1.0013720434631885,0.9761127243169778,0.9752090993890185
2407,Extrovert,,No,7.0,5.0,No,11.0,9.0,0.9757809804516525,0.9609445040380913,0.9757809804516525,0.9756800665555754,0.9757491039443281,0.9853931378898886,0.9757491039443281,0.9760370229573381
2408,Extrovert,3.0,No,5.0,3.0,No,15.0,7.0,0.9762257032185212,0.9699123841593104,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.9863060162203737,0.9761127243169778,0.9760370229573381
2409,Extrovert,3.0,No,8.0,3.0,No,12.0,8.0,0.9752173145650477,0.9784586548391451,0.9752173145650477,0.9759497635885929,0.9750398372807411,0.9793182307274729,0.9750398372807411,0.9753971019820952
2410,Extrovert,3.0,No,6.0,6.0,No,5.0,4.0,0.9757809804516525,0.9789335409892256,0.9757809804516525,0.9759497635885929,0.9757491039443281,0.9566419271842953,0.9757491039443281,0.9753971019820952
2411,Extrovert,0.0,No,7.0,6.0,No,,6.0,0.9762257032185212,0.986695234435032,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9808987670616379,0.9761127243169778,0.9753971019820952
2412,Extrovert,0.0,No,5.0,7.0,No,,9.0,0.9744248114517252,0.9829530743731837,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9717758803743948,0.9742467865301073,0.975440789615481
2413,Extrovert,1.0,No,4.0,3.0,No,14.0,3.0,0.9755279900571651,0.9609054245685652,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.993194698795226,0.9761370056357601,0.9760370229573381
2414,Extrovert,1.0,No,6.0,5.0,,12.0,3.0,0.9755279900571651,0.985977116727986,0.9755279900571651,0.9756800665555754,0.7395235845873541,0.7509780585730883,0.7395235845873541,0.7395910655239895
2415,Extrovert,3.0,No,8.0,4.0,No,7.0,8.0,0.9757809804516525,0.9724722227457527,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9789741378913528,0.9757491039443281,0.975440789615481
2416,Extrovert,3.0,No,5.0,7.0,No,8.0,6.0,0.9757809804516525,0.9584925190243785,0.9757809804516525,0.9755732966617038,0.9757491039443281,0.9789197112194258,0.9757491039443281,0.975440789615481
2417,Extrovert,3.0,No,7.0,3.0,No,15.0,,0.9744248114517252,0.9810573928590031,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9800905586627763,0.9742467865301073,0.9752090993890185
2418,Extrovert,3.0,No,4.0,5.0,No,13.0,5.0,0.9757809804516525,0.9722252632624392,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9816397638131791,0.9757491039443281,0.9751998213573527
2419,Extrovert,2.0,,4.0,6.0,No,11.0,5.0,0.7395235845873541,0.7355342767840798,0.7395235845873541,0.7387138133477292,0.9761370056357601,0.9699972445496828,0.9761370056357601,0.9751998213573527
2420,Extrovert,3.0,No,4.0,7.0,No,8.0,8.0,0.9762257032185212,0.9666644278392107,0.9762257032185212,0.9756800665555754,0.9761127243169778,0.9799079710959254,0.9761127243169778,0.9760370229573381
2421,Extrovert,2.0,No,4.0,3.0,No,,8.0,0.9762257032185212,0.9595228521318605,0.9762257032185212,0.9755732966617038,0.9761127243169778,0.9680723497490874,0.9761127243169778,0.975440789615481
2422,Introvert,11.0,Yes,0.0,1.0,Yes,3.0,4.0,0.06778410405808825,0.0643695701637658,0.06778410405808825,0.06801584145491464,0.06751100341525783,0.07743727322319201,0.06751100341525783,0.06684809959861038
2423,Introvert,6.0,Yes,2.0,1.0,Yes,4.0,3.0,0.0692116934852581,0.06920525140529034,0.0692116934852581,0.06818251241284612,0.06863507082835431,0.07555090822273836,0.06863507082835431,0.06776991021972753
2424,Extrovert,2.0,No,5.0,4.0,No,14.0,6.0,0.9744248114517252,0.9781210106072865,0.9744248114517252,0.9755732966617038,0.9742467865301073,0.9751140467513019,0.9742467865301073,0.975440789615481
2425,Extrovert,2.0,No,7.0,7.0,No,15.0,,0.9752173145650477,0.9735348654973277,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9602056649844596,0.9750398372807411,0.9752090993890185
2426,Introvert,4.0,Yes,0.0,1.0,Yes,1.0,,0.06778410405808825,0.06444056194977565,0.06778410405808825,0.07099717470937374,0.06751100341525783,0.06439741672731292,0.06751100341525783,0.06932037704774992
2427,Extrovert,2.0,No,10.0,5.0,No,8.0,5.0,0.9744248114517252,0.9758389649392575,0.9744248114517252,0.9759497635885929,0.9742467865301073,0.9709355294487606,0.9742467865301073,0.9753971019820952
2428,Extrovert,0.0,No,7.0,4.0,No,4.0,8.0,0.9752173145650477,0.9854295246849774,0.9752173145650477,0.9747171890469377,0.9750398372807411,0.9654713747921787,0.9750398372807411,0.9751998213573527
2429,Extrovert,2.0,No,5.0,4.0,No,9.0,9.0,0.9744248114517252,0.9689954959928154,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.975476059892405,0.9742467865301073,0.9751998213573527
2430,Extrovert,2.0,No,7.0,6.0,,9.0,8.0,0.9744248114517252,0.9687328050248376,0.9744248114517252,0.9755732966617038,0.7395411605937922,0.7341121350630755,0.7395411605937922,0.7408906882591093
2431,Introvert,10.0,Yes,,2.0,Yes,2.0,2.0,0.06827962412478918,0.059083979159382904,0.06827962412478918,0.06801584145491464,0.06773300669188627,0.03928624463154126,0.06773300669188627,0.06684809959861038
2432,Extrovert,2.0,No,4.0,6.0,No,10.0,7.0,0.9755279900571651,0.9890813301857572,0.9755279900571651,0.9755732966617038,0.9761370056357601,0.9712969499735309,0.9761370056357601,0.975440789615481
2433,Introvert,7.0,Yes,0.0,,Yes,,0.0,0.0688843169716374,0.06524461184011549,0.0688843169716374,0.06801584145491464,0.06694094669160668,0.06305805145697695,0.06694094669160668,0.06684809959861038
2434,Extrovert,5.0,No,8.0,4.0,No,10.0,8.0,0.9744248114517252,0.964446807032472,0.9744248114517252,0.9747171890469377,0.9742467865301073,0.9880943071782782,0.9742467865301073,0.9751998213573527
2435,Extrovert,0.0,No,4.0,,No,8.0,3.0,0.9755279900571651,0.9875230706965112,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9880458255343909,0.9761370056357601,0.9753971019820952
2436,Extrovert,0.0,,5.0,3.0,No,5.0,7.0,0.7395235845873541,0.7169830870455468,0.7395235845873541,0.7408906882591093,0.9761370056357601,0.9785120656355835,0.9761370056357601,0.975440789615481
2437,Extrovert,2.0,No,5.0,3.0,No,10.0,6.0,0.9762257032185212,0.9846084436476489,0.9762257032185212,0.9759497635885929,0.9761127243169778,0.9537191783638317,0.9761127243169778,0.9753971019820952
2438,Extrovert,,No,6.0,6.0,No,15.0,6.0,0.9744248114517252,0.9869194475207868,0.9744248114517252,0.9752524091342913,0.9742467865301073,0.9692403828977202,0.9742467865301073,0.9752090993890185
2439,Extrovert,,No,7.0,3.0,No,12.0,8.0,0.9755279900571651,0.9687061584000811,0.9755279900571651,0.9756800665555754,0.9761370056357601,0.9512590068927905,0.9761370056357601,0.9760370229573381
2440,Introvert,9.0,Yes,5.0,0.0,Yes,4.0,1.0,0.06778410405808825,0.06595873069073807,0.06778410405808825,0.06801584145491464,0.06751100341525783,0.03963822218905806,0.06751100341525783,0.06684809959861038
2441,Extrovert,4.0,No,7.0,,No,11.0,6.0,0.9752173145650477,0.9923743191947942,0.9752173145650477,0.9756800665555754,0.9750398372807411,0.9703879524020278,0.9750398372807411,0.9760370229573381
2442,Extrovert,3.0,No,8.0,6.0,No,5.0,6.0,0.9757809804516525,0.9779393665427526,0.9757809804516525,0.9747171890469377,0.9757491039443281,0.9760232016690081,0.9757491039443281,0.9751998213573527
2443,Introvert,8.0,Yes,3.0,0.0,,1.0,0.0,0.07129131651376448,0.07452743087965548,0.07129131651376448,0.07099717470937374,0.7395235845873541,0.7280537915606267,0.7395235845873541,0.7387138133477292
2444,Extrovert,3.0,No,7.0,7.0,No,6.0,5.0,0.9757809804516525,0.9888258232810467,0.9757809804516525,0.9752524091342913,0.9757491039443281,0.9764084001967528,0.9757491039443281,0.9752090993890185
2445,Extrovert,0.0,No,10.0,5.0,No,11.0,8.0,0.9744248114517252,0.9669778076057608,0.9744248114517252,0.9756800665555754,0.9742467865301073,0.960627536923047,0.9742467865301073,0.9760370229573381
2446,Extrovert,3.0,No,7.0,,No,10.0,3.0,0.9762257032185212,0.9644208206461597,0.9762257032185212,0.9752524091342913,0.9761127243169778,0.9809132037993183,0.9761127243169778,0.9752090993890185
2447,Extrovert,4.0,No,9.0,5.0,No,10.0,5.0,0.9755279900571651,0.9840367276942174,0.9755279900571651,0.9759497635885929,0.9761370056357601,0.9650701363781883,0.9761370056357601,0.9753971019820952
2448,Introvert,10.0,Yes,3.0,0.0,Yes,1.0,,0.0688843169716374,0.0674396234109091,0.0688843169716374,0.07396272918470558,0.06694094669160668,0.06405167284350247,0.06694094669160668,0.07339967552160642
2449,Extrovert,0.0,,7.0,6.0,No,11.0,8.0,0.7395235845873541,0.7414668662357187,0.7395235845873541,0.7395910655239895,0.9761370056357601,0.9741342504793912,0.9761370056357601,0.9760370229573381
2450,Extrovert,3.0,No,4.0,5.0,No,12.0,7.0,0.9752173145650477,0.9809324129001751,0.9752173145650477,0.9752524091342913,0.9750398372807411,0.9635982855991349,0.9750398372807411,0.9752090993890185
